Agency Type,State,City,Crime Type,Victim Sex,Victim Age,Victim Race,Victim Ethnicity,Weapon,Victim Count,Perpetrator Count,Crime Solved,is_victim_age_missing
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,23,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,29,White,Hispanic,Firearm,0,0,No,False
Municipal Police,Florida,Duval,Murder or Manslaughter,Male,16,Black,Unknown,Handgun,0,0,No,False
Municipal Police,California,San Diego,Murder or Manslaughter,Male,38,White,Not Hispanic,Handgun,0,2,Yes,False
Municipal Police,Arkansas,Arkansas_othercity,Murder or Manslaughter,Female,22,White,Unknown,Knife,0,0,Yes,False
Municipal Police,Texas,Dallas,Murder or Manslaughter,Male,33,White,Not Hispanic,Firearm,0,0,No,False
Sheriff,Texas,Texas_othercity,Murder or Manslaughter,Male,32,White,Hispanic,Knife,0,1,Yes,False
Municipal Police,Tennessee,Tennessee_othercity,Murder or Manslaughter,Male,25,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Iowa,Iowa_othercity,Murder or Manslaughter,Male,31,Black,Unknown,Handgun,0,0,No,False
Municipal Police,New Jersey,New Jersey_othercity,Murder or Manslaughter,Male,30,Black,Unknown,Knife,0,0,Yes,False
Municipal Police,California,California_othercity,Murder or Manslaughter,Male,54,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Texas,Harris,Murder or Manslaughter,Male,26,Black,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,California,San Joaquin,Murder or Manslaughter,Male,19,White,Not Hispanic,Handgun,2,0,No,False
Municipal Police,Louisiana,East Baton Rouge,Murder or Manslaughter,Male,52,Black,Not Hispanic,Blunt Object,0,0,Yes,False
Municipal Police,California,Alameda,Murder or Manslaughter,Male,20,Black,Not Hispanic,Handgun,0,0,No,False
State Police,Kentucky,Kentucky_othercity,Murder or Manslaughter,Male,29,White,Unknown,Handgun,0,0,Yes,False
Sheriff,Washington,Washington_othercity,Murder or Manslaughter,Male,51,White,Unknown,Handgun,0,0,Yes,False
Sheriff,Tennessee,Tennessee_othercity,Murder or Manslaughter,Female,47,White,Unknown,Suffocation,0,0,Yes,False
Municipal Police,Missouri,Missouri_othercity,Murder or Manslaughter,Female,58,White,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,Texas,Bexar,Murder or Manslaughter,Male,18,Black,Not Hispanic,Handgun,0,0,No,False
County Police,Florida,Dade,Murder or Manslaughter,Male,27,White,Unknown,Firearm,0,0,No,False
Municipal Police,Georgia,Georgia_othercity,Murder or Manslaughter,Male,26,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,California,Fresno,Murder or Manslaughter,Male,23,Black,Not Hispanic,Firearm,0,0,No,False
Municipal Police,Arkansas,Arkansas_othercity,Murder or Manslaughter,Female,21,Black,Unknown,Knife,0,0,Yes,False
County Police,New York,New York_othercity,Murder or Manslaughter,Male,19,White,Hispanic,Firearm,0,0,No,False
Municipal Police,Florida,Dade,Murder or Manslaughter,Female,41,White,Unknown,Firearm,0,0,No,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,28,White,Unknown,Handgun,0,0,No,False
County Police,Florida,Dade,Murder or Manslaughter,Male,44,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Florida,Hillsborough,Murder or Manslaughter,Female,23,White,Unknown,Firearm,2,0,Yes,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,21,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Pennsylvania,Allegheny,Murder or Manslaughter,Male,18,Black,Not Hispanic,Handgun,1,1,No,False
Sheriff,Louisiana,Louisiana_othercity,Murder or Manslaughter,Male,23,Black,Not Hispanic,Firearm,0,0,Yes,False
Municipal Police,New Jersey,New Jersey_othercity,Murder or Manslaughter,Female,82,White,Unknown,Handgun,0,0,Yes,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,42,Black,Not Hispanic,Handgun,0,0,Yes,False
Sheriff,Texas,Texas_othercity,Murder or Manslaughter,Male,36,White,Not Hispanic,Shotgun,0,1,Yes,False
Municipal Police,Massachusetts,Massachusetts_othercity,Murder or Manslaughter,Male,25,Unknown,Unknown,Knife,0,0,No,False
Municipal Police,Virginia,Virginia_othercity,Murder or Manslaughter,Male,29,Black,Unknown,Handgun,0,1,Yes,False
Municipal Police,Wisconsin,Milwaukee,Murder or Manslaughter,Male,40,White,Unknown,Firearm,0,3,Yes,False
Municipal Police,Kentucky,Kentucky_othercity,Murder or Manslaughter,Male,33,White,Unknown,Handgun,0,1,Yes,False
Municipal Police,Maryland,Baltimore city,Murder or Manslaughter,Female,28,Black,Not Hispanic,Knife,0,0,Yes,False
Municipal Police,Pennsylvania,Philadelphia,Murder or Manslaughter,Male,23,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,New York,New York,Murder or Manslaughter,Male,65,Black,Unknown,Handgun,0,0,Yes,False
Sheriff,Texas,Texas_othercity,Murder or Manslaughter,Female,32,White,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,Pennsylvania,Allegheny,Murder or Manslaughter,Male,19,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,California,Kern,Murder or Manslaughter,Male,65,Asian/Pacific Islander,Not Hispanic,Handgun,0,0,No,False
Sheriff,Florida,Florida_othercity,Murder or Manslaughter,Female,47,White,Unknown,Unknown,0,0,No,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,42,Black,Not Hispanic,Firearm,1,0,No,False
Municipal Police,Arkansas,Arkansas_othercity,Murder or Manslaughter,Male,56,Black,Unknown,Handgun,0,0,Yes,False
Sheriff,South Carolina,South Carolina_othercity,Murder or Manslaughter,Male,71,Black,Unknown,Firearm,0,0,Yes,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,35,White,Hispanic,Firearm,0,0,No,False
Municipal Police,North Carolina,North Carolina_othercity,Manslaughter by Negligence,Female,0,White,Not Hispanic,Unknown,0,0,Yes,True
Municipal Police,Indiana,Indiana_othercity,Murder or Manslaughter,Male,2,White,Not Hispanic,Handgun,7,0,Yes,True
Municipal Police,Texas,Texas_othercity,Murder or Manslaughter,Male,22,White,Not Hispanic,Handgun,1,1,Yes,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,29,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Louisiana,Orleans,Murder or Manslaughter,Male,35,White,Unknown,Handgun,0,1,Yes,False
Municipal Police,Texas,Tarrant,Murder or Manslaughter,Female,67,Asian/Pacific Islander,Unknown,Blunt Object,0,0,Yes,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,17,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,25,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Wisconsin,Milwaukee,Manslaughter by Negligence,Male,20,White,Unknown,Unknown,0,0,Yes,False
Sheriff,California,California_othercity,Murder or Manslaughter,Female,19,White,Not Hispanic,Handgun,5,0,Yes,False
Municipal Police,New Jersey,New Jersey_othercity,Murder or Manslaughter,Male,34,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Pennsylvania,Pennsylvania_othercity,Murder or Manslaughter,Female,52,White,Not Hispanic,Unknown,0,0,Yes,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,45,White,Hispanic,Handgun,0,0,No,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,28,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Arizona,Maricopa,Murder or Manslaughter,Male,25,White,Unknown,Handgun,2,0,No,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,26,Black,Not Hispanic,Firearm,0,0,No,False
Municipal Police,New York,New York,Murder or Manslaughter,Male,21,Black,Unknown,Blunt Object,0,0,No,False
Municipal Police,California,Alameda,Murder or Manslaughter,Male,27,White,Hispanic,Handgun,0,0,Yes,False
Municipal Police,Louisiana,Orleans,Murder or Manslaughter,Male,24,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Nevada,Clark,Murder or Manslaughter,Male,22,Black,Not Hispanic,Firearm,0,0,No,False
Municipal Police,Oklahoma,Oklahoma,Murder or Manslaughter,Male,45,White,Not Hispanic,Knife,0,1,Yes,False
Municipal Police,Tennessee,Tennessee_othercity,Murder or Manslaughter,Female,19,Black,Unknown,Gun,0,0,No,False
Municipal Police,California,San Joaquin,Murder or Manslaughter,Male,30,White,Hispanic,Rifle,1,3,Yes,False
State Police,West Virginia,West Virginia_othercity,Murder or Manslaughter,Male,52,White,Unknown,Drugs,0,1,No,False
Municipal Police,Tennessee,Shelby,Murder or Manslaughter,Male,19,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,33,Black,Unknown,Handgun,0,1,Yes,False
Municipal Police,Colorado,Colorado_othercity,Murder or Manslaughter,Male,46,White,Unknown,Blunt Object,0,0,Yes,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,22,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Tennessee,Tennessee_othercity,Murder or Manslaughter,Male,23,Black,Unknown,Knife,0,0,Yes,False
Municipal Police,Florida,Broward,Murder or Manslaughter,Female,47,White,Unknown,Blunt Object,0,0,No,False
Municipal Police,North Carolina,North Carolina_othercity,Murder or Manslaughter,Female,21,Black,Unknown,Handgun,0,3,Yes,False
State Police,Michigan,Wayne,Murder or Manslaughter,Male,23,Black,Unknown,Handgun,0,0,Yes,False
Sheriff,Florida,Florida_othercity,Murder or Manslaughter,Male,25,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Florida,Hillsborough,Murder or Manslaughter,Male,51,White,Unknown,Knife,0,0,Yes,False
Municipal Police,Ohio,Cuyahoga,Murder or Manslaughter,Female,53,White,Unknown,Unknown,0,0,No,False
Sheriff,Florida,Florida_othercity,Murder or Manslaughter,Male,59,White,Unknown,Blunt Object,0,0,Yes,False
Municipal Police,Virginia,Virginia_othercity,Murder or Manslaughter,Male,34,White,Unknown,Rifle,0,0,Yes,False
Sheriff,Florida,Palm Beach,Murder or Manslaughter,Male,22,White,Unknown,Blunt Object,0,0,Yes,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,17,Black,Unknown,Handgun,0,0,No,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,27,White,Hispanic,Handgun,0,0,Yes,False
Municipal Police,Georgia,Fulton,Murder or Manslaughter,Male,24,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,California,California_othercity,Murder or Manslaughter,Male,44,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,California,San Joaquin,Murder or Manslaughter,Female,36,White,Hispanic,Handgun,0,0,No,False
Municipal Police,New Jersey,New Jersey_othercity,Murder or Manslaughter,Female,40,Black,Unknown,Handgun,0,0,No,False
Municipal Police,North Carolina,North Carolina_othercity,Murder or Manslaughter,Male,32,Black,Unknown,Handgun,0,2,Yes,False
Municipal Police,Florida,Florida_othercity,Murder or Manslaughter,Male,17,Black,Unknown,Firearm,0,0,No,False
Municipal Police,California,California_othercity,Murder or Manslaughter,Male,20,White,Not Hispanic,Firearm,0,0,No,False
County Police,Maryland,Maryland_othercity,Murder or Manslaughter,Male,22,Black,Not Hispanic,Firearm,0,0,No,False
Sheriff,Virginia,Virginia_othercity,Murder or Manslaughter,Female,70,White,Unknown,Shotgun,0,0,Yes,False
Municipal Police,Florida,Hillsborough,Murder or Manslaughter,Male,32,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Nevada,Clark,Murder or Manslaughter,Female,41,White,Hispanic,Firearm,0,0,No,False
Sheriff,Michigan,Michigan_othercity,Murder or Manslaughter,Male,32,Black,Unknown,Rifle,0,0,Yes,False
Municipal Police,Indiana,Marion,Murder or Manslaughter,Male,32,Black,Not Hispanic,Handgun,1,0,No,False
Municipal Police,Maryland,Baltimore city,Murder or Manslaughter,Male,45,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,New York,New York_othercity,Murder or Manslaughter,Male,33,Black,Not Hispanic,Firearm,0,0,Yes,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,38,White,Hispanic,Firearm,0,0,Yes,False
Municipal Police,Texas,Harris,Murder or Manslaughter,Male,33,White,Hispanic,Firearm,0,0,No,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,40,White,Unknown,Suffocation,0,0,No,False
Municipal Police,New York,New York,Murder or Manslaughter,Male,45,White,Hispanic,Knife,0,0,No,False
Municipal Police,Georgia,Fulton,Murder or Manslaughter,Male,52,Black,Unknown,Handgun,0,0,Yes,False
Sheriff,South Carolina,South Carolina_othercity,Murder or Manslaughter,Male,24,Black,Unknown,Firearm,0,1,Yes,False
Municipal Police,Pennsylvania,Philadelphia,Murder or Manslaughter,Male,36,White,Unknown,Handgun,0,0,No,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,19,Black,Unknown,Handgun,0,1,Yes,False
Municipal Police,Pennsylvania,Allegheny,Murder or Manslaughter,Female,25,Black,Not Hispanic,Firearm,0,0,No,False
Municipal Police,Washington,King,Murder or Manslaughter,Male,28,White,Unknown,Handgun,0,3,Yes,False
State Police,New York,New York_othercity,Murder or Manslaughter,Male,42,White,Not Hispanic,Unknown,0,0,Yes,False
Municipal Police,California,San Bernardino,Murder or Manslaughter,Male,51,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Virginia,Virginia_othercity,Murder or Manslaughter,Male,2,Black,Unknown,Blunt Object,0,0,Yes,True
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,22,Black,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,New York,New York_othercity,Murder or Manslaughter,Male,19,Black,Not Hispanic,Firearm,0,1,Yes,False
Municipal Police,Georgia,Georgia_othercity,Murder or Manslaughter,Male,39,Black,Unknown,Handgun,0,0,Yes,False
Sheriff,Florida,Florida_othercity,Murder or Manslaughter,Male,27,White,Unknown,Handgun,0,0,Yes,False
Municipal Police,California,Alameda,Murder or Manslaughter,Female,72,Asian/Pacific Islander,Not Hispanic,Handgun,0,0,Yes,False
County Police,Maryland,Maryland_othercity,Murder or Manslaughter,Male,22,White,Not Hispanic,Knife,0,0,Yes,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,23,Black,Unknown,Handgun,0,0,No,False
Municipal Police,North Carolina,North Carolina_othercity,Murder or Manslaughter,Female,37,Black,Unknown,Gun,0,0,No,False
Sheriff,South Carolina,South Carolina_othercity,Murder or Manslaughter,Male,65,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Ohio,Ohio_othercity,Murder or Manslaughter,Male,24,Black,Unknown,Handgun,0,0,No,False
Sheriff,Arkansas,Arkansas_othercity,Murder or Manslaughter,Male,48,White,Unknown,Rifle,0,0,No,False
State Police,Pennsylvania,Pennsylvania_othercity,Murder or Manslaughter,Female,44,White,Not Hispanic,Handgun,0,0,Yes,False
Sheriff,Texas,Texas_othercity,Murder or Manslaughter,Male,32,White,Hispanic,Firearm,0,0,Yes,False
Municipal Police,Georgia,Georgia_othercity,Murder or Manslaughter,Male,52,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,Pennsylvania,Pennsylvania_othercity,Murder or Manslaughter,Male,25,White,Not Hispanic,Blunt Object,0,0,No,False
Sheriff,Georgia,Georgia_othercity,Murder or Manslaughter,Female,42,White,Unknown,Handgun,0,0,Yes,False
Municipal Police,South Carolina,South Carolina_othercity,Murder or Manslaughter,Male,51,Black,Unknown,Knife,0,0,Yes,False
Municipal Police,South Carolina,South Carolina_othercity,Murder or Manslaughter,Male,36,Black,Unknown,Firearm,0,0,No,False
Municipal Police,California,San Diego,Murder or Manslaughter,Male,3,White,Hispanic,Unknown,0,0,Yes,True
Municipal Police,Florida,Florida_othercity,Murder or Manslaughter,Female,51,White,Unknown,Handgun,0,2,Yes,False
Municipal Police,Maryland,Baltimore city,Murder or Manslaughter,Male,20,Black,Not Hispanic,Handgun,0,0,No,False
Sheriff,North Carolina,North Carolina_othercity,Murder or Manslaughter,Female,49,White,Unknown,Blunt Object,0,0,Yes,False
Municipal Police,Indiana,Marion,Murder or Manslaughter,Male,16,Black,Not Hispanic,Handgun,0,1,Yes,False
Municipal Police,Texas,Harris,Murder or Manslaughter,Male,20,Black,Not Hispanic,Handgun,0,1,Yes,False
Municipal Police,New Jersey,New Jersey_othercity,Murder or Manslaughter,Male,63,White,Unknown,Firearm,0,2,Yes,False
Municipal Police,Indiana,Marion,Murder or Manslaughter,Male,50,Black,Not Hispanic,Handgun,0,0,No,False
Sheriff,North Carolina,North Carolina_othercity,Murder or Manslaughter,Male,24,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,Massachusetts,Massachusetts_othercity,Murder or Manslaughter,Male,24,Black,Unknown,Handgun,0,0,No,False
Municipal Police,District of Columbia,District of Columbia,Murder or Manslaughter,Male,29,Black,Not Hispanic,Firearm,0,0,No,False
Municipal Police,Kentucky,Kentucky_othercity,Murder or Manslaughter,Female,56,White,Unknown,Handgun,0,0,Yes,False
Municipal Police,Wisconsin,Milwaukee,Murder or Manslaughter,Male,32,White,Unknown,Firearm,0,0,No,False
Municipal Police,Iowa,Iowa_othercity,Murder or Manslaughter,Female,42,White,Unknown,Unknown,0,0,Yes,False
Municipal Police,New Jersey,New Jersey_othercity,Murder or Manslaughter,Female,24,Asian/Pacific Islander,Unknown,Fire,1,0,No,False
Municipal Police,Arizona,Maricopa,Murder or Manslaughter,Female,4,White,Hispanic,Suffocation,0,1,Yes,True
Sheriff,Louisiana,Louisiana_othercity,Murder or Manslaughter,Male,51,White,Not Hispanic,Knife,0,0,Yes,False
Municipal Police,California,San Joaquin,Murder or Manslaughter,Male,26,White,Hispanic,Handgun,0,0,No,False
Municipal Police,Maryland,Baltimore city,Murder or Manslaughter,Male,37,Black,Not Hispanic,Handgun,0,0,No,False
Sheriff,California,California_othercity,Murder or Manslaughter,Male,20,White,Hispanic,Firearm,0,0,No,False
Municipal Police,Michigan,Michigan_othercity,Murder or Manslaughter,Female,82,White,Unknown,Blunt Object,0,0,Yes,False
Municipal Police,Nevada,Clark,Murder or Manslaughter,Male,52,White,Not Hispanic,Knife,0,0,Yes,False
Municipal Police,Kentucky,Kentucky_othercity,Murder or Manslaughter,Male,31,Black,Unknown,Handgun,0,2,Yes,False
Municipal Police,District of Columbia,District of Columbia,Murder or Manslaughter,Male,30,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Texas,Dallas,Murder or Manslaughter,Female,24,White,Hispanic,Firearm,0,0,No,False
Municipal Police,Texas,Dallas,Murder or Manslaughter,Male,21,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Virginia,Virginia_othercity,Murder or Manslaughter,Female,63,Black,Unknown,Unknown,0,0,Yes,False
Sheriff,Texas,Texas_othercity,Murder or Manslaughter,Male,53,White,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,Maryland,Baltimore city,Murder or Manslaughter,Male,26,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Maryland,Baltimore city,Murder or Manslaughter,Male,28,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Ohio,Cuyahoga,Murder or Manslaughter,Male,34,Native American/Alaska Native,Unknown,Unknown,0,0,No,False
County Police,Maryland,Maryland_othercity,Murder or Manslaughter,Female,43,Black,Not Hispanic,Firearm,1,0,Yes,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,24,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,36,Black,Unknown,Handgun,0,0,No,False
Municipal Police,California,Alameda,Murder or Manslaughter,Male,69,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Texas,Texas_othercity,Murder or Manslaughter,Male,30,White,Unknown,Knife,0,0,Yes,False
Municipal Police,Connecticut,Connecticut_othercity,Murder or Manslaughter,Male,46,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,Texas,Bexar,Murder or Manslaughter,Male,24,White,Hispanic,Knife,0,2,Yes,False
